N,D,C,lr,gbsz,loss
983138304,80000000000.0,4.7190638592e+20,0.0002612712443778822,64,2.171919305246041
983138304,80000000000.0,4.7190638592e+20,0.000354948090145542,128,2.1670474841247476
983138304,80000000000.0,4.7190638592e+20,0.0005835782364846271,256,2.168301334103155
983138304,80000000000.0,4.7190638592e+20,0.0009283022662742678,512,2.177141666864128
983138304,80000000000.0,4.7190638592e+20,0.0017858819144844034,1024,2.194553488055418
983138304,120000000000.0,7.0785957888e+20,0.0002503019710978817,64,2.1454289766341095
983138304,120000000000.0,7.0785957888e+20,0.00031074994462389335,128,2.1390442570802968
983138304,120000000000.0,7.0785957888e+20,0.000586658366265736,256,2.138390081808815
983138304,120000000000.0,7.0785957888e+20,0.001183736226777365,512,2.1453690175107387
983138304,120000000000.0,7.0785957888e+20,0.0013019258775385694,1024,2.1607114575441404
983138304,200000000000.0,1.1797659648e+21,0.000231309277628377,64,2.1168716920977753
983138304,200000000000.0,1.1797659648e+21,0.0003856538113620319,128,2.105611108003721
983138304,200000000000.0,1.1797659648e+21,0.0005891706035588435,256,2.104379574578485
983138304,200000000000.0,1.1797659648e+21,0.0013715943617935533,512,2.1091057880066315
983138304,200000000000.0,1.1797659648e+21,0.01089243268383696,1024,2.114516249493817
983138304,300000000000.0,1.7696489472e+21,,64,
983138304,300000000000.0,1.7696489472e+21,0.0003889571651131096,128,2.086050833648365
983138304,300000000000.0,1.7696489472e+21,0.0005736562283425716,256,2.082558643280045
983138304,300000000000.0,1.7696489472e+21,0.0011876330457135061,512,2.0846485934990167
983138304,300000000000.0,1.7696489472e+21,0.04829267455476656,1024,2.080259479003755
1713504256,30000000000.0,3.0843076608e+20,0.0005217449455856175,128,2.178518931362082
1713504256,30000000000.0,3.0843076608e+20,0.0008015067362130575,256,2.185141380339163
1713504256,30000000000.0,3.0843076608e+20,0.024027556000026606,512,2.1929577495985297
1713504256,50000000000.0,5.140512768e+20,0.00046308281870520527,128,2.1326725365290926
1713504256,50000000000.0,5.140512768e+20,0.0005442127363883766,256,2.137211599844709
1713504256,50000000000.0,5.140512768e+20,,512,
1713504256,80000000000.0,8.2248204288e+20,0.0004396160481913146,128,2.0953854854502874
1713504256,80000000000.0,8.2248204288e+20,0.00039712828440687545,256,2.0977215257485975
1713504256,80000000000.0,8.2248204288e+20,,512,
